source,target,weight,type,electrode
e10_t73,e10_t74,0.2667,intra,C4
e10_t106,e10_t107,0.3333,intra,C4
e10_t107,e10_t108,0.2667,intra,C4
e10_t109,e10_t110,0.2667,intra,C4
e10_t160,e10_t161,0.2,intra,C4
e10_t164,e10_t165,0.2,intra,C4
e10_t165,e10_t166,0.2,intra,C4
e10_t175,e10_t176,0.2,intra,C4
e10_t195,e10_t196,0.2,intra,C4
e10_t203,e10_t204,0.2667,intra,C4
e10_t204,e10_t205,0.4667,intra,C4
e10_t205,e10_t206,0.2667,intra,C4
e10_t225,e10_t226,0.3333,intra,C4
e10_t230,e10_t231,0.3333,intra,C4
e10_t246,e10_t247,0.2,intra,C4
e10_t250,e10_t251,0.2667,intra,C4
e10_t251,e10_t252,0.2,intra,C4
e10_t254,e10_t255,0.3333,intra,C4
e10_t1,e10_t2,0.2667,intra,C4
e10_t9,e10_t10,0.2,intra,C4
e10_t13,e10_t14,0.2667,intra,C4
e10_t20,e10_t21,0.2,intra,C4
e10_t35,e10_t36,0.2667,intra,C4
e10_t44,e10_t45,0.4667,intra,C4
e10_t45,e10_t46,0.3333,intra,C4
e10_t46,e10_t47,0.2667,intra,C4
e10_t70,e10_t71,0.3333,intra,C4
e10_t77,e10_t78,0.2,intra,C4
e10_t78,e10_t79,0.2667,intra,C4
e10_t79,e10_t80,0.3333,intra,C4
e10_t80,e10_t81,0.3333,intra,C4
e10_t95,e10_t96,0.4,intra,C4
e10_t96,e10_t97,0.2667,intra,C4
e10_t102,e10_t103,0.2,intra,C4
e10_t105,e10_t106,0.2667,intra,C4
e10_t127,e10_t128,0.2,intra,C4
e10_t128,e10_t129,0.4,intra,C4
e10_t143,e10_t144,0.4,intra,C4
e10_t144,e10_t145,0.4,intra,C4
e10_t171,e10_t172,0.2,intra,C4
e10_t172,e10_t173,0.2,intra,C4
e10_t185,e10_t186,0.2,intra,C4
e10_t186,e10_t187,0.2,intra,C4
e10_t224,e10_t225,0.4,intra,C4
e10_t236,e10_t237,0.2,intra,C4
e10_t253,e10_t254,0.2667,intra,C4
e10_t5,e10_t6,0.2,intra,C4
e10_t8,e10_t9,0.2,intra,C4
e10_t15,e10_t16,0.2,intra,C4
e10_t57,e10_t58,0.2667,intra,C4
e10_t65,e10_t66,0.2,intra,C4
e10_t66,e10_t67,0.3333,intra,C4
e10_t69,e10_t70,0.2667,intra,C4
e10_t90,e10_t91,0.3333,intra,C4
e10_t93,e10_t94,0.2,intra,C4
e10_t94,e10_t95,0.2667,intra,C4
e10_t97,e10_t98,0.2667,intra,C4
e10_t117,e10_t118,0.2667,intra,C4
e10_t118,e10_t119,0.2,intra,C4
e10_t133,e10_t134,0.3333,intra,C4
e10_t139,e10_t140,0.2667,intra,C4
e10_t140,e10_t141,0.2,intra,C4
e10_t141,e10_t142,0.4,intra,C4
e10_t142,e10_t143,0.2667,intra,C4
e10_t145,e10_t146,0.2667,intra,C4
e10_t166,e10_t167,0.2667,intra,C4
e10_t167,e10_t168,0.2,intra,C4
e10_t241,e10_t242,0.2667,intra,C4
e10_t43,e10_t44,0.2,intra,C4
e10_t47,e10_t48,0.2667,intra,C4
e10_t48,e10_t49,0.2667,intra,C4
e10_t98,e10_t99,0.2,intra,C4
e10_t114,e10_t115,0.2,intra,C4
e10_t115,e10_t116,0.2,intra,C4
e10_t121,e10_t122,0.2667,intra,C4
e10_t129,e10_t130,0.2667,intra,C4
e10_t132,e10_t133,0.2667,intra,C4
e10_t138,e10_t139,0.2667,intra,C4
e10_t178,e10_t179,0.2667,intra,C4
e10_t179,e10_t180,0.2667,intra,C4
e10_t180,e10_t181,0.2667,intra,C4
e10_t181,e10_t182,0.2,intra,C4
e10_t182,e10_t183,0.2667,intra,C4
e10_t183,e10_t184,0.2,intra,C4
e10_t193,e10_t194,0.2,intra,C4
e10_t219,e10_t220,0.2,intra,C4
e10_t242,e10_t243,0.2,intra,C4
e10_t122,e10_t123,0.2667,intra,C4
e10_t149,e10_t150,0.2,intra,C4
e10_t176,e10_t177,0.2,intra,C4
e10_t177,e10_t178,0.2,intra,C4
e10_t131,e10_t132,0.2,intra,C4
e10_t158,e10_t159,0.2,intra,C4
e10_t63,e10_t64,0.2,intra,C4
e11_t42,e11_t43,0.2,intra,T8
e11_t43,e11_t44,0.3333,intra,T8
e11_t147,e11_t148,0.2667,intra,T8
e11_t148,e11_t149,0.2667,intra,T8
e11_t161,e11_t162,0.2667,intra,T8
e11_t171,e11_t172,0.4,intra,T8
e11_t187,e11_t188,0.2667,intra,T8
e11_t234,e11_t235,0.4667,intra,T8
e11_t235,e11_t236,0.4667,intra,T8
e11_t236,e11_t237,0.3333,intra,T8
e11_t2,e11_t3,0.2,intra,T8
e11_t8,e11_t9,0.3333,intra,T8
e11_t74,e11_t75,0.2,intra,T8
e11_t83,e11_t84,0.2667,intra,T8
e11_t84,e11_t85,0.3333,intra,T8
e11_t85,e11_t86,0.2667,intra,T8
e11_t90,e11_t91,0.2667,intra,T8
e11_t110,e11_t111,0.2667,intra,T8
e11_t111,e11_t112,0.4,intra,T8
e11_t124,e11_t125,0.3333,intra,T8
e11_t144,e11_t145,0.4667,intra,T8
e11_t145,e11_t146,0.4667,intra,T8
e11_t146,e11_t147,0.4,intra,T8
e11_t193,e11_t194,0.2,intra,T8
e11_t218,e11_t219,0.3333,intra,T8
e11_t219,e11_t220,0.3333,intra,T8
e11_t231,e11_t232,0.2667,intra,T8
e11_t232,e11_t233,0.4,intra,T8
e11_t29,e11_t30,0.2667,intra,T8
e11_t37,e11_t38,0.2,intra,T8
e11_t44,e11_t45,0.2,intra,T8
e11_t45,e11_t46,0.3333,intra,T8
e11_t50,e11_t51,0.2,intra,T8
e11_t53,e11_t54,0.2,intra,T8
e11_t54,e11_t55,0.2667,intra,T8
e11_t59,e11_t60,0.2667,intra,T8
e11_t60,e11_t61,0.2667,intra,T8
e11_t77,e11_t78,0.3333,intra,T8
e11_t78,e11_t79,0.3333,intra,T8
e11_t79,e11_t80,0.3333,intra,T8
e11_t107,e11_t108,0.2667,intra,T8
e11_t108,e11_t109,0.2667,intra,T8
e11_t112,e11_t113,0.3333,intra,T8
e11_t113,e11_t114,0.3333,intra,T8
e11_t127,e11_t128,0.2667,intra,T8
e11_t128,e11_t129,0.4667,intra,T8
e11_t129,e11_t130,0.3333,intra,T8
e11_t151,e11_t152,0.2667,intra,T8
e11_t152,e11_t153,0.2667,intra,T8
e11_t157,e11_t158,0.2,intra,T8
e11_t158,e11_t159,0.2667,intra,T8
e11_t172,e11_t173,0.2667,intra,T8
e11_t199,e11_t200,0.2667,intra,T8
e11_t200,e11_t201,0.2,intra,T8
e11_t201,e11_t202,0.3333,intra,T8
e11_t202,e11_t203,0.3333,intra,T8
e11_t203,e11_t204,0.2667,intra,T8
e11_t221,e11_t222,0.2,intra,T8
e11_t222,e11_t223,0.3333,intra,T8
e11_t223,e11_t224,0.2667,intra,T8
e11_t224,e11_t225,0.4,intra,T8
e11_t252,e11_t253,0.2,intra,T8
e11_t6,e11_t7,0.3333,intra,T8
e11_t7,e11_t8,0.4,intra,T8
e11_t11,e11_t12,0.2,intra,T8
e11_t12,e11_t13,0.2,intra,T8
e11_t13,e11_t14,0.4667,intra,T8
e11_t14,e11_t15,0.2667,intra,T8
e11_t30,e11_t31,0.2667,intra,T8
e11_t31,e11_t32,0.2,intra,T8
e11_t40,e11_t41,0.3333,intra,T8
e11_t47,e11_t48,0.2667,intra,T8
e11_t48,e11_t49,0.3333,intra,T8
e11_t91,e11_t92,0.4667,intra,T8
e11_t98,e11_t99,0.2,intra,T8
e11_t99,e11_t100,0.3333,intra,T8
e11_t103,e11_t104,0.2667,intra,T8
e11_t104,e11_t105,0.2667,intra,T8
e11_t105,e11_t106,0.3333,intra,T8
e11_t137,e11_t138,0.2,intra,T8
e11_t138,e11_t139,0.3333,intra,T8
e11_t139,e11_t140,0.3333,intra,T8
e11_t140,e11_t141,0.2,intra,T8
e11_t141,e11_t142,0.3333,intra,T8
e11_t142,e11_t143,0.2667,intra,T8
e11_t143,e11_t144,0.4,intra,T8
e11_t154,e11_t155,0.3333,intra,T8
e11_t164,e11_t165,0.2667,intra,T8
e11_t167,e11_t168,0.4667,intra,T8
e11_t168,e11_t169,0.5333,intra,T8
e11_t226,e11_t227,0.2,intra,T8
e11_t39,e11_t40,0.4,intra,T8
e11_t80,e11_t81,0.2667,intra,T8
e11_t149,e11_t150,0.3333,intra,T8
e11_t153,e11_t154,0.4,intra,T8
e11_t155,e11_t156,0.2667,intra,T8
e11_t156,e11_t157,0.2667,intra,T8
e11_t189,e11_t190,0.2667,intra,T8
e11_t190,e11_t191,0.2667,intra,T8
e11_t191,e11_t192,0.2667,intra,T8
e11_t205,e11_t206,0.2,intra,T8
e11_t206,e11_t207,0.2,intra,T8
e11_t215,e11_t216,0.2667,intra,T8
e11_t216,e11_t217,0.2667,intra,T8
e11_t217,e11_t218,0.2667,intra,T8
e11_t68,e11_t69,0.2,intra,T8
e11_t106,e11_t107,0.2667,intra,T8
e11_t109,e11_t110,0.2667,intra,T8
e11_t115,e11_t116,0.2,intra,T8
e11_t130,e11_t131,0.2,intra,T8
e11_t132,e11_t133,0.4,intra,T8
e11_t165,e11_t166,0.2,intra,T8
e11_t166,e11_t167,0.2667,intra,T8
e11_t169,e11_t170,0.2667,intra,T8
e11_t173,e11_t174,0.2667,intra,T8
e11_t178,e11_t179,0.2,intra,T8
e11_t179,e11_t180,0.2667,intra,T8
e11_t239,e11_t240,0.2667,intra,T8
e11_t240,e11_t241,0.2,intra,T8
e11_t23,e11_t24,0.2667,intra,T8
e11_t24,e11_t25,0.2667,intra,T8
e11_t64,e11_t65,0.2667,intra,T8
e11_t65,e11_t66,0.2667,intra,T8
e11_t66,e11_t67,0.2,intra,T8
e11_t72,e11_t73,0.2,intra,T8
e11_t73,e11_t74,0.2,intra,T8
e11_t86,e11_t87,0.2,intra,T8
e11_t89,e11_t90,0.2,intra,T8
e11_t92,e11_t93,0.4,intra,T8
e11_t114,e11_t115,0.2,intra,T8
e11_t120,e11_t121,0.2,intra,T8
e11_t121,e11_t122,0.3333,intra,T8
e11_t122,e11_t123,0.2667,intra,T8
e11_t123,e11_t124,0.2667,intra,T8
e11_t133,e11_t134,0.2,intra,T8
e11_t233,e11_t234,0.4667,intra,T8
e11_t71,e11_t72,0.2,intra,T8
e11_t97,e11_t98,0.2,intra,T8
e11_t100,e11_t101,0.2667,intra,T8
e11_t101,e11_t102,0.2667,intra,T8
e11_t125,e11_t126,0.2,intra,T8
e11_t174,e11_t175,0.2,intra,T8
e11_t254,e11_t255,0.2,intra,T8
e11_t88,e11_t89,0.2667,intra,T8
e11_t93,e11_t94,0.2,intra,T8
e11_t94,e11_t95,0.2,intra,T8
e11_t160,e11_t161,0.2,intra,T8
e11_t183,e11_t184,0.2,intra,T8
e11_t184,e11_t185,0.2,intra,T8
e11_t185,e11_t186,0.2,intra,T8
e11_t32,e11_t33,0.2,intra,T8
e11_t33,e11_t34,0.2667,intra,T8
e11_t135,e11_t136,0.2,intra,T8
e11_t136,e11_t137,0.2,intra,T8
e11_t150,e11_t151,0.2,intra,T8
e12_t206,e12_t207,0.2667,intra,P7
e12_t216,e12_t217,0.2667,intra,P7
e12_t227,e12_t228,0.4,intra,P7
e12_t228,e12_t229,0.2,intra,P7
e12_t231,e12_t232,0.4,intra,P7
e12_t232,e12_t233,0.4,intra,P7
e12_t238,e12_t239,0.2667,intra,P7
e12_t240,e12_t245,0.2,intra,P7
e12_t243,e12_t244,0.3333,intra,P7
e12_t244,e12_t245,0.3333,intra,P7
e12_t29,e12_t30,0.4667,intra,P7
e12_t30,e12_t31,0.3333,intra,P7
e12_t42,e12_t43,0.3333,intra,P7
e12_t43,e12_t44,0.2667,intra,P7
e12_t47,e12_t48,0.2667,intra,P7
e12_t48,e12_t49,0.2667,intra,P7
e12_t49,e12_t50,0.2,intra,P7
e12_t53,e12_t54,0.2667,intra,P7
e12_t54,e12_t55,0.2667,intra,P7
e12_t59,e12_t60,0.2667,intra,P7
e12_t60,e12_t61,0.2667,intra,P7
e12_t62,e12_t63,0.3333,intra,P7
e12_t67,e12_t68,0.4,intra,P7
e12_t72,e12_t73,0.3333,intra,P7
e12_t73,e12_t74,0.2667,intra,P7
e12_t74,e12_t75,0.2,intra,P7
e12_t76,e12_t77,0.2,intra,P7
e12_t79,e12_t80,0.2667,intra,P7
e12_t89,e12_t90,0.2667,intra,P7
e12_t92,e12_t93,0.4667,intra,P7
e12_t93,e12_t94,0.4,intra,P7
e12_t95,e12_t96,0.2667,intra,P7
e12_t96,e12_t97,0.3333,intra,P7
e12_t100,e12_t101,0.2667,intra,P7
e12_t101,e12_t102,0.2667,intra,P7
e12_t103,e12_t104,0.3333,intra,P7
e12_t104,e12_t105,0.4,intra,P7
e12_t106,e12_t107,0.3333,intra,P7
e12_t107,e12_t108,0.2,intra,P7
e12_t109,e12_t110,0.2667,intra,P7
e12_t110,e12_t111,0.2667,intra,P7
e12_t124,e12_t125,0.3333,intra,P7
e12_t125,e12_t126,0.2667,intra,P7
e12_t130,e12_t131,0.4667,intra,P7
e12_t135,e12_t136,0.2667,intra,P7
e12_t136,e12_t137,0.3333,intra,P7
e12_t139,e12_t140,0.2667,intra,P7
e12_t141,e12_t142,0.2,intra,P7
e12_t142,e12_t143,0.2,intra,P7
e12_t145,e12_t146,0.2,intra,P7
e12_t151,e12_t152,0.4,intra,P7
e12_t152,e12_t153,0.2667,intra,P7
e12_t154,e12_t155,0.2667,intra,P7
e12_t155,e12_t156,0.2667,intra,P7
e12_t158,e12_t159,0.4,intra,P7
e12_t161,e12_t162,0.2,intra,P7
e12_t162,e12_t163,0.2,intra,P7
e12_t164,e12_t165,0.2667,intra,P7
e12_t165,e12_t166,0.3333,intra,P7
e12_t170,e12_t171,0.2667,intra,P7
e12_t171,e12_t172,0.2667,intra,P7
e12_t173,e12_t174,0.2,intra,P7
e12_t174,e12_t175,0.2667,intra,P7
e12_t175,e12_t176,0.3333,intra,P7
e12_t177,e12_t178,0.2667,intra,P7
e12_t178,e12_t179,0.3333,intra,P7
e12_t178,e12_t182,0.2,intra,P7
e12_t179,e12_t180,0.4,intra,P7
e12_t181,e12_t182,0.3333,intra,P7
e12_t184,e12_t185,0.3333,intra,P7
e12_t190,e12_t191,0.2,intra,P7
e12_t192,e12_t193,0.2667,intra,P7
e12_t193,e12_t194,0.3333,intra,P7
e12_t194,e12_t195,0.2667,intra,P7
e12_t196,e12_t197,0.2667,intra,P7
e12_t197,e12_t198,0.2667,intra,P7
e12_t200,e12_t201,0.2,intra,P7
e12_t201,e12_t202,0.3333,intra,P7
e12_t230,e12_t231,0.3333,intra,P7
e12_t234,e12_t235,0.4667,intra,P7
e12_t235,e12_t236,0.2,intra,P7
e12_t236,e12_t237,0.4,intra,P7
e12_t240,e12_t241,0.4,intra,P7
e12_t243,e12_t247,0.2,intra,P7
e12_t246,e12_t247,0.3333,intra,P7
e12_t247,e12_t248,0.4,intra,P7
e12_t254,e12_t255,0.2667,intra,P7
e12_t1,e12_t2,0.3333,intra,P7
e12_t4,e12_t5,0.2,intra,P7
e12_t7,e12_t8,0.3333,intra,P7
e12_t8,e12_t9,0.2,intra,P7
e12_t11,e12_t12,0.2,intra,P7
e12_t12,e12_t13,0.2667,intra,P7
e12_t17,e12_t18,0.3333,intra,P7
e12_t18,e12_t19,0.2,intra,P7
e12_t19,e12_t20,0.2,intra,P7
e12_t21,e12_t22,0.2,intra,P7
e12_t22,e12_t23,0.2,intra,P7
e12_t23,e12_t24,0.2667,intra,P7
e12_t25,e12_t26,0.4,intra,P7
e12_t26,e12_t27,0.3333,intra,P7
e12_t27,e12_t28,0.2667,intra,P7
e12_t32,e12_t33,0.3333,intra,P7
e12_t33,e12_t34,0.2,intra,P7
e12_t35,e12_t36,0.2667,intra,P7
e12_t36,e12_t37,0.2,intra,P7
e12_t38,e12_t39,0.4,intra,P7
e12_t39,e12_t40,0.3333,intra,P7
e12_t41,e12_t42,0.2,intra,P7
e12_t44,e12_t45,0.2,intra,P7
e12_t46,e12_t47,0.3333,intra,P7
e12_t50,e12_t51,0.2667,intra,P7
e12_t51,e12_t52,0.2667,intra,P7
e12_t57,e12_t58,0.4667,intra,P7
e12_t64,e12_t65,0.2667,intra,P7
e12_t65,e12_t66,0.3333,intra,P7
e12_t68,e12_t69,0.2667,intra,P7
e12_t71,e12_t72,0.3333,intra,P7
e12_t80,e12_t81,0.2,intra,P7
e12_t81,e12_t82,0.2,intra,P7
e12_t86,e12_t87,0.2667,intra,P7
e12_t87,e12_t88,0.2667,intra,P7
e12_t90,e12_t91,0.4,intra,P7
e12_t91,e12_t92,0.3333,intra,P7
e12_t114,e12_t115,0.3333,intra,P7
e12_t117,e12_t118,0.2667,intra,P7
e12_t119,e12_t120,0.2,intra,P7
e12_t120,e12_t121,0.2,intra,P7
e12_t121,e12_t122,0.2667,intra,P7
e12_t123,e12_t124,0.2667,intra,P7
e12_t126,e12_t127,0.2,intra,P7
e12_t127,e12_t128,0.3333,intra,P7
e12_t128,e12_t129,0.2667,intra,P7
e12_t131,e12_t132,0.4,intra,P7
e12_t133,e12_t134,0.3333,intra,P7
e12_t134,e12_t135,0.4667,intra,P7
e12_t137,e12_t138,0.3333,intra,P7
e12_t140,e12_t141,0.2,intra,P7
e12_t143,e12_t144,0.2,intra,P7
e12_t146,e12_t147,0.2667,intra,P7
e12_t157,e12_t158,0.2667,intra,P7
e12_t166,e12_t167,0.2667,intra,P7
e12_t167,e12_t168,0.3333,intra,P7
e12_t168,e12_t169,0.2667,intra,P7
e12_t182,e12_t183,0.2667,intra,P7
e12_t187,e12_t188,0.2667,intra,P7
e12_t191,e12_t192,0.3333,intra,P7
e12_t199,e12_t200,0.2,intra,P7
e12_t208,e12_t209,0.3333,intra,P7
e12_t211,e12_t212,0.3333,intra,P7
e12_t214,e12_t215,0.2,intra,P7
e12_t215,e12_t216,0.2667,intra,P7
e12_t218,e12_t219,0.4,intra,P7
e12_t221,e12_t222,0.2,intra,P7
e12_t225,e12_t226,0.2,intra,P7
e12_t226,e12_t227,0.4,intra,P7
e12_t233,e12_t234,0.4,intra,P7
e12_t237,e12_t238,0.3333,intra,P7
e12_t241,e12_t242,0.2,intra,P7
e12_t242,e12_t243,0.2667,intra,P7
e12_t248,e12_t249,0.2,intra,P7
e12_t250,e12_t251,0.2,intra,P7
e12_t252,e12_t253,0.2667,intra,P7
e12_t253,e12_t254,0.2667,intra,P7
e12_t2,e12_t3,0.4,intra,P7
e12_t6,e12_t7,0.3333,intra,P7
e12_t9,e12_t10,0.3333,intra,P7
e12_t10,e12_t11,0.2,intra,P7
e12_t24,e12_t25,0.2667,intra,P7
e12_t28,e12_t29,0.2,intra,P7
e12_t31,e12_t32,0.3333,intra,P7
e12_t34,e12_t35,0.2,intra,P7
e12_t45,e12_t46,0.2,intra,P7
e12_t63,e12_t64,0.2667,intra,P7
e12_t66,e12_t67,0.2667,intra,P7
e12_t75,e12_t76,0.2,intra,P7
e12_t78,e12_t79,0.2667,intra,P7
e12_t83,e12_t84,0.2,intra,P7
e12_t105,e12_t106,0.3333,intra,P7
e12_t113,e12_t114,0.2,intra,P7
e12_t115,e12_t116,0.2,intra,P7
e12_t132,e12_t133,0.2667,intra,P7
e12_t150,e12_t151,0.2667,intra,P7
e12_t163,e12_t164,0.2667,intra,P7
e12_t180,e12_t181,0.2,intra,P7
e12_t205,e12_t206,0.2667,intra,P7
e12_t219,e12_t220,0.4,intra,P7
e12_t220,e12_t221,0.2667,intra,P7
e12_t223,e12_t224,0.2667,intra,P7
e12_t3,e12_t4,0.2667,intra,P7
e12_t5,e12_t6,0.2667,intra,P7
e12_t20,e12_t21,0.2,intra,P7
e12_t40,e12_t41,0.2667,intra,P7
e12_t58,e12_t59,0.2,intra,P7
e12_t69,e12_t70,0.2667,intra,P7
e12_t70,e12_t71,0.2,intra,P7
e12_t94,e12_t95,0.2667,intra,P7
e12_t122,e12_t123,0.3333,intra,P7
e12_t159,e12_t160,0.2,intra,P7
e12_t188,e12_t189,0.2667,intra,P7
e12_t195,e12_t196,0.2,intra,P7
e12_t204,e12_t205,0.2,intra,P7
e12_t207,e12_t208,0.2,intra,P7
e12_t222,e12_t223,0.2,intra,P7
e12_t239,e12_t240,0.2667,intra,P7
e12_t189,e12_t190,0.2,intra,P7
e12_t251,e12_t252,0.2,intra,P7
e12_t147,e12_t148,0.2,intra,P7
e12_t84,e12_t85,0.2,intra,P7
e12_t160,e12_t161,0.2,intra,P7
e12_t209,e12_t210,0.2,intra,P7
e13_t189,e13_t190,0.2667,intra,P3
e13_t190,e13_t191,0.4,intra,P3
e13_t243,e13_t244,0.3333,intra,P3
e13_t244,e13_t245,0.4,intra,P3
e13_t140,e13_t141,0.3333,intra,P3
e13_t141,e13_t142,0.4,intra,P3
e13_t209,e13_t210,0.2667,intra,P3
e13_t219,e13_t220,0.3333,intra,P3
e13_t220,e13_t221,0.2,intra,P3
e13_t221,e13_t222,0.2667,intra,P3
e13_t222,e13_t223,0.4667,intra,P3
e13_t223,e13_t224,0.4,intra,P3
e13_t223,e13_t227,0.2,intra,P3
e13_t226,e13_t227,0.4667,intra,P3
e13_t227,e13_t228,0.2667,intra,P3
e13_t230,e13_t231,0.2667,intra,P3
e13_t233,e13_t234,0.3333,intra,P3
e13_t234,e13_t235,0.2667,intra,P3
e13_t235,e13_t236,0.3333,intra,P3
e13_t238,e13_t239,0.2667,intra,P3
e13_t240,e13_t241,0.2,intra,P3
e13_t241,e13_t242,0.2667,intra,P3
e13_t246,e13_t247,0.4,intra,P3
e13_t247,e13_t248,0.2,intra,P3
e13_t248,e13_t249,0.4667,intra,P3
e13_t253,e13_t254,0.2,intra,P3
e13_t0,e13_t1,0.2,intra,P3
e13_t1,e13_t2,0.3333,intra,P3
e13_t2,e13_t3,0.2667,intra,P3
e13_t12,e13_t13,0.2,intra,P3
e13_t15,e13_t16,0.3333,intra,P3
e13_t18,e13_t19,0.4,intra,P3
e13_t19,e13_t20,0.2667,intra,P3
e13_t22,e13_t23,0.4,intra,P3
e13_t37,e13_t38,0.3333,intra,P3
e13_t38,e13_t39,0.2667,intra,P3
e13_t39,e13_t40,0.5333,intra,P3
e13_t44,e13_t45,0.4,intra,P3
e13_t45,e13_t46,0.4,intra,P3
e13_t59,e13_t60,0.4,intra,P3
e13_t64,e13_t65,0.3333,intra,P3
e13_t65,e13_t66,0.2,intra,P3
e13_t69,e13_t70,0.2667,intra,P3
e13_t70,e13_t71,0.3333,intra,P3
e13_t71,e13_t72,0.2,intra,P3
e13_t73,e13_t74,0.2,intra,P3
e13_t76,e13_t77,0.3333,intra,P3
e13_t77,e13_t78,0.4667,intra,P3
e13_t89,e13_t90,0.2667,intra,P3
e13_t92,e13_t93,0.2667,intra,P3
e13_t93,e13_t94,0.2667,intra,P3
e13_t95,e13_t96,0.2667,intra,P3
e13_t96,e13_t97,0.2667,intra,P3
e13_t99,e13_t100,0.2,intra,P3
e13_t104,e13_t105,0.3333,intra,P3
e13_t108,e13_t109,0.2667,intra,P3
e13_t110,e13_t111,0.2667,intra,P3
e13_t111,e13_t112,0.3333,intra,P3
e13_t114,e13_t115,0.4,intra,P3
e13_t120,e13_t121,0.2667,intra,P3
e13_t121,e13_t122,0.4,intra,P3
e13_t122,e13_t123,0.2667,intra,P3
e13_t126,e13_t127,0.2,intra,P3
e13_t127,e13_t128,0.2,intra,P3
e13_t128,e13_t129,0.2,intra,P3
e13_t132,e13_t133,0.2667,intra,P3
e13_t136,e13_t137,0.2667,intra,P3
e13_t138,e13_t139,0.3333,intra,P3
e13_t139,e13_t140,0.3333,intra,P3
e13_t142,e13_t143,0.3333,intra,P3
e13_t147,e13_t148,0.2,intra,P3
e13_t152,e13_t153,0.2,intra,P3
e13_t153,e13_t154,0.3333,intra,P3
e13_t155,e13_t156,0.2,intra,P3
e13_t156,e13_t157,0.2,intra,P3
e13_t161,e13_t162,0.4,intra,P3
e13_t162,e13_t163,0.4,intra,P3
e13_t173,e13_t174,0.2,intra,P3
e13_t174,e13_t175,0.2,intra,P3
e13_t175,e13_t176,0.2667,intra,P3
e13_t178,e13_t179,0.2,intra,P3
e13_t181,e13_t182,0.2,intra,P3
e13_t182,e13_t183,0.4,intra,P3
e13_t192,e13_t193,0.2,intra,P3
e13_t193,e13_t194,0.3333,intra,P3
e13_t194,e13_t195,0.2667,intra,P3
e13_t197,e13_t198,0.2667,intra,P3
e13_t198,e13_t199,0.2,intra,P3
e13_t213,e13_t214,0.2667,intra,P3
e13_t214,e13_t215,0.3333,intra,P3
e13_t216,e13_t217,0.2,intra,P3
e13_t217,e13_t218,0.2667,intra,P3
e13_t232,e13_t233,0.4,intra,P3
e13_t239,e13_t240,0.2,intra,P3
e13_t242,e13_t243,0.2667,intra,P3
e13_t245,e13_t246,0.3333,intra,P3
e13_t249,e13_t250,0.3333,intra,P3
e13_t254,e13_t255,0.3333,intra,P3
e13_t5,e13_t6,0.2667,intra,P3
e13_t6,e13_t7,0.3333,intra,P3
e13_t6,e13_t10,0.2,intra,P3
e13_t14,e13_t15,0.2667,intra,P3
e13_t16,e13_t17,0.3333,intra,P3
e13_t21,e13_t22,0.3333,intra,P3
e13_t23,e13_t24,0.3333,intra,P3
e13_t25,e13_t26,0.4667,intra,P3
e13_t26,e13_t27,0.2667,intra,P3
e13_t28,e13_t29,0.4,intra,P3
e13_t29,e13_t30,0.4,intra,P3
e13_t30,e13_t31,0.3333,intra,P3
e13_t31,e13_t32,0.2,intra,P3
e13_t32,e13_t33,0.4,intra,P3
e13_t33,e13_t34,0.3333,intra,P3
e13_t35,e13_t36,0.4667,intra,P3
e13_t36,e13_t37,0.3333,intra,P3
e13_t36,e13_t38,0.2,intra,P3
e13_t40,e13_t41,0.2667,intra,P3
e13_t41,e13_t42,0.3333,intra,P3
e13_t42,e13_t43,0.3333,intra,P3
e13_t47,e13_t48,0.2,intra,P3
e13_t48,e13_t49,0.2667,intra,P3
e13_t51,e13_t52,0.3333,intra,P3
e13_t55,e13_t56,0.2667,intra,P3
e13_t57,e13_t58,0.2,intra,P3
e13_t58,e13_t59,0.2,intra,P3
e13_t77,e13_t80,0.2667,intra,P3
e13_t80,e13_t81,0.3333,intra,P3
e13_t86,e13_t87,0.2,intra,P3
e13_t113,e13_t114,0.3333,intra,P3
e13_t118,e13_t119,0.2,intra,P3
e13_t119,e13_t120,0.2667,intra,P3
e13_t124,e13_t125,0.2667,intra,P3
e13_t125,e13_t126,0.2,intra,P3
e13_t131,e13_t132,0.2667,intra,P3
e13_t134,e13_t135,0.2667,intra,P3
e13_t143,e13_t144,0.2667,intra,P3
e13_t144,e13_t145,0.4,intra,P3
e13_t150,e13_t151,0.2,intra,P3
e13_t151,e13_t152,0.2,intra,P3
e13_t154,e13_t155,0.2667,intra,P3
e13_t158,e13_t159,0.2667,intra,P3
e13_t169,e13_t170,0.2667,intra,P3
e13_t170,e13_t171,0.2,intra,P3
e13_t176,e13_t177,0.2,intra,P3
e13_t191,e13_t192,0.2667,intra,P3
e13_t195,e13_t196,0.2,intra,P3
e13_t200,e13_t201,0.2,intra,P3
e13_t204,e13_t205,0.2,intra,P3
e13_t211,e13_t212,0.2,intra,P3
e13_t212,e13_t213,0.2,intra,P3
e13_t215,e13_t216,0.2667,intra,P3
e13_t218,e13_t219,0.2667,intra,P3
e13_t225,e13_t226,0.2667,intra,P3
e13_t229,e13_t230,0.2667,intra,P3
e13_t251,e13_t252,0.2,intra,P3
e13_t7,e13_t8,0.3333,intra,P3
e13_t7,e13_t10,0.2,intra,P3
e13_t9,e13_t10,0.3333,intra,P3
e13_t10,e13_t11,0.3333,intra,P3
